"SKU","Name","Attribute 1 name","Attribute 1 value(s)","Attribute 1 global","Attribute 1 visible","Attribute 2 name","Attribute 2 value(s)","Attribute 2 global","Attribute 2 visible","Attribute 3 name","Attribute 3 value(s)","Attribute 3 global","Attribute 3 visible","Attribute 4 name","Attribute 4 value(s)","Attribute 4 global","Attribute 4 visible","Attribute 5 name","Attribute 5 value(s)","Attribute 5 global","Attribute 5 visible","Autor","Wydawnictwo","Op Barcode","Height (cm)","Length (cm)","Width (cm)","Weight","Kod Ean","Liczba Stron","Oprawa","Rok Wydania","Description","Short description","Images","Categories"
"9788379430390","Nasz człowiek z Szanghaju","Kod EAN","anty9788379430390","0","1","Tutuł","Nasz człowiek z Szanghaju","0","1","Autor","Asa Lantz","0","1","Wydawnictwo","ŚWIAT KSIĄŻKI","0","1","Tytuł originału","VAR MAN I SHANGHAI","0","1","Asa Lantz","ŚWIAT KSIĄŻKI","anty9788379430390","13.5","21.5","0","0.54","anty9788379430390","592","Miękka","2013","""Są dwa rodzaje ludzi, których bały się kobiety. To mężczyźni. I policjanci"". Isa Montgomery pracuje nad nowym materiałem dokumentalnym dla telewizji. Bezdomni mężczyźni z Göteborga jeżdżą regularnie do Szanghaju, nie wiadomo jednak po co i kto się za tymi wyprawami kryje. Reportaż jest dla Isy ostatnią szansą, by po kilku latach spędzonych w domu przy mężu wrócić znowu do pracy w telewizji. Poznaje bezdomną Śpiącą Królewnę, której mąż Henning niedawno przepadł bez wieści w Szanghaju, ona zaś otrzymuje mejlem makabryczny filmik, z którego wynika, że Henning poddawany jest tam torturom. W tym samym czasie w Szanghaju przebywa również reżyser teatralny Viggo Sjöström, zaproszony wraz z zespołem teatru z Göteborga na gościnne występy przez zamożnego pana Sun. Lista gości, którzy mają być obecni na prywatnym spektaklu przygotowanym przez pana Sun, jest osobliwa i obejmuje rozmaite osoby z różnych krajów. Wśród nich znajduje się także Isa, która decyduje się tam pojechać, gdy znika również córka Śpiącej Królewny, a wszystkie ślady prowadzą do Szanghaju. Asa Lantz osnuła swą nową powieść sensacyjną na prawdziwych zdarzeniach, skupiając się na dwóch na pozór całkowicie różnych kobietach, które jednak łączy znacznie więcej, niż można by przypuszczać.","""Są dwa rodzaje ludzi, których bały się kobiety. To mężczyźni. I policjanci"". Isa Montgomery pracuje nad nowym materiałem dokumentalnym dla telewizji. Bezdomni mężczyźni z Göteborga jeżdżą regularnie do Szanghaju, nie wiadomo jednak po co i kto się za tymi wyprawami kryje. Reportaż jest dla Isy ostatnią szansą, by po kilku latach spędzonych w domu przy mężu wrócić znowu do pracy w telewizji. Poznaje bezdomną Śpiącą Królewnę, której mąż Henning niedawno przepadł bez wieści w Szanghaju, ona zaś otrzymuje mejlem makabryczny filmik, z którego wynika, że Henning poddawany jest tam torturom. W tym samym czasie w Szanghaju przebywa również reżyser teatralny Viggo Sjöström, zaproszony wraz z zespołem teatru z Göteborga na gościnne występy przez zamożnego pana Sun. Lista gości, którzy mają być obecni na prywatnym spektaklu przygotowanym przez pana Sun, jest osobliwa i obejmuje rozmaite osoby z różnych krajów. Wśród nich znajduje się także Isa, która decyduje się tam pojechać, gdy znika również córka Śpiącej Królewny, a wszystkie ślady prowadzą do Szanghaju. Asa Lantz osnuła swą nową powieść sensacyjną na prawdziwych zdarzeniach, skupiając się na dwóch na pozór całkowicie różnych kobietach, które jednak łączy znacznie więcej, niż można by przypuszczać.","https://ksiegarniainternetowa.co.uk/img/product_images_new/090/149090_01_nasz_czlowiek_z_szanghaju.300.jpg","Antykwariat"
"9788324138692","Złoto Spartan","Kod EAN","anty9788324138692","0","1","Tutuł","Złoto Spartan","0","1","Autor","Clive Cussler , Grant Blackwood","0","1","Wydawnictwo","AMBER","0","1","Tytuł originału",,"0","1","Clive Cussler , Grant Blackwood","AMBER","anty9788324138692","14.5","21.0","0","0.30","anty9788324138692","344","Miękka","2011","Nowa seria z nowymi bohaterami w niebezpiecznym wyścigu po legendarny skarb: od tropikalnych mórz, przez wygnańczą wyspę Napoleona, po ośnieżone przełęcze Alp Tysiące lat temu dwa antyczne mocarstwa wszczęły wojnę. Zwycięzca zagarnął bezcenny skarb, który wkrótce zaginął w mroku dziejów. W 1800 roku podczas przeprawy przez Alpy Napoleon Bonaparte dokonał zdumiewającego odkrycia i oznaczył jego miejsce na zaszyfrowanej mapie. Lecz mapa Napoleona zniknęła, a pamięć o niej przeminęła jak triumfy Wielkiej Armii… Aż do dziś. Małżeństwo Sam i Remi Fargo, miłośnicy historii i poszukiwacze skarbów, znajdują na mokradłach w Maryland… niemieckiego U-Boota z czasów wojny. I coś, co może być kluczem do zaginionej mapy Napoleona. Co wciągnie ich w pojedynek z ogarniętym obsesją szaleńcem, dla którego starożytny skarb jest cenniejszy niż ludzkie życie...","Nowa seria z nowymi bohaterami w niebezpiecznym wyścigu po legendarny skarb: od tropikalnych mórz, przez wygnańczą wyspę Napoleona, po ośnieżone przełęcze Alp Tysiące lat temu dwa antyczne mocarstwa wszczęły wojnę. Zwycięzca zagarnął bezcenny skarb, który wkrótce zaginął w mroku dziejów. W 1800 roku podczas przeprawy przez Alpy Napoleon Bonaparte dokonał zdumiewającego odkrycia i oznaczył jego miejsce na zaszyfrowanej mapie. Lecz mapa Napoleona zniknęła, a pamięć o niej przeminęła jak triumfy Wielkiej Armii… Aż do dziś. Małżeństwo Sam i Remi Fargo, miłośnicy historii i poszukiwacze skarbów, znajdują na mokradłach w Maryland… niemieckiego U-Boota z czasów wojny. I coś, co może być kluczem do zaginionej mapy Napoleona. Co wciągnie ich w pojedynek z ogarniętym obsesją szaleńcem, dla którego starożytny skarb jest cenniejszy niż ludzkie życie...","https://ksiegarniainternetowa.co.uk/img/product_images_new/346/29346_01_zloto_spartan.300.jpg","Antykwariat"
"9788381437691","Zagubiony","Kod EAN","anty9788381437691","0","1","Tutuł","Zagubiony","0","1","Autor","Simon Beckett","0","1","Wydawnictwo","Czarna owca","0","1","Tytuł originału","The Lost","0","1","Simon Beckett","Czarna owca","anty9788381437691","13.5","21.0","0","0.30","anty9788381437691","384","Miękka","2022","Nieprzenikniony mrok, skrzypienie łodzi unoszących się na ciemnej toni i zrujnowany magazyn. Na Nabrzeżu Rzeźników właśnie wybiła północ. Sierżant Jonah Colley nie spodziewał się, że jeszcze kiedyś usłyszy Gavina. Kiedy stary przyjaciel poprosił, żeby przyjechał na Nabrzeże Rzeźników, początkowo nie wiedział, co zrobić. To prawda, nie rozmawiali ze sobą od dziesięciu lat. Ale nigdy nie słyszał w głosie Gavina paniki. Dziesięć lat temu Jonah był innym człowiekiem. Mężem. Ojcem. Ale pewnego przedpołudnia w trakcie wyjścia do parku jego czteroletni synek Theo zniknął. Poszukiwania, w których brał udział Gavin, nie przyniosły żadnego rezultatu. Życie Jonaha legło w gruzach. Stojąc przed magazynem nad rzeką, Jonah wybiera numer przyjaciela. Sygnał rozlega się gdzieś wewnątrz budynku, ale jego wnętrze spowija absolutna ciemność. Wbrew procedurom Jonah decyduje się wejść do środka. W powietrzu unosi się ciężki, metaliczny zapach krwi… Simon Beckett powraca w wielkim stylu. Autor światowego bestsellera – serii thrillerów kryminalnych z Davidem Hunterem – przedstawia pierwszy tom nowej serii.  Wspaniały thriller jednego z najlepszych pisarzy kryminalnych będącego w szczytowej formie. – Peter James Oszałamiający thriller. – „Daily Mail” Pełna napięcia i pokręcona opowieść. – „The Sun”","Nieprzenikniony mrok, skrzypienie łodzi unoszących się na ciemnej toni i zrujnowany magazyn. Na Nabrzeżu Rzeźników właśnie wybiła północ. Sierżant Jonah Colley nie spodziewał się, że jeszcze kiedyś usłyszy Gavina. Kiedy stary przyjaciel poprosił, żeby przyjechał na Nabrzeże Rzeźników, początkowo nie wiedział, co zrobić. To prawda, nie rozmawiali ze sobą od dziesięciu lat. Ale nigdy nie słyszał w głosie Gavina paniki. Dziesięć lat temu Jonah był innym człowiekiem. Mężem. Ojcem. Ale pewnego przedpołudnia w trakcie wyjścia do parku jego czteroletni synek Theo zniknął. Poszukiwania, w których brał udział Gavin, nie przyniosły żadnego rezultatu. Życie Jonaha legło w gruzach. Stojąc przed magazynem nad rzeką, Jonah wybiera numer przyjaciela. Sygnał rozlega się gdzieś wewnątrz budynku, ale jego wnętrze spowija absolutna ciemność. Wbrew procedurom Jonah decyduje się wejść do środka. W powietrzu unosi się ciężki, metaliczny zapach krwi… Simon Beckett powraca w wielkim stylu. Autor światowego bestsellera – serii thrillerów kryminalnych z Davidem Hunterem – przedstawia pierwszy tom nowej serii.  Wspaniały thriller jednego z najlepszych pisarzy kryminalnych będącego w szczytowej formie. – Peter James Oszałamiający thriller. – „Daily Mail” Pełna napięcia i pokręcona opowieść. – „The Sun”","https://ksiegarniainternetowa.co.uk/img/product_images_new/276/714276_01_Zagubiony.300.jpg","Antykwariat"
"9788324009169","Cherudek","Kod EAN","anty9788324009169","0","1","Tutuł","Cherudek","0","1","Autor","Znak","0","1","Wydawnictwo","ZNAK","0","1","Tytuł originału",,"0","1","Znak","ZNAK","anty9788324009169",,,"0","0.889","anty9788324009169","464","Miękka","2008","Najbardziej oniryczna z książek o inkwizytorze Eymerichu  Wiara to herezja. Cnota to grzech. Rzeczywistość to pozór.  Jest rok 1360. Na polach bitewnych wojny stuletniej panuje spokój. Jednak kruchy rozejm może się zakończyć, gdy orszak angielskich posłów zostaje wybity przez tajemniczy oddział zbrojny. Przebiegły intrygant, inkwizytor Nicolas Eymerich, wyrusza, by rozwiązać zagadkę armii najemników, o której krążą niewiarygodne pogłoski. Tymczasem w okolicy na sile zyskuje kult, którego przedstawiciele kontaktują się z duchami. W politycznym chaosie pojawia się wielu graczy, a szaleństwo, świętość i herezja przestają się od siebie różnić... Sześć wieków później trzech jezuitów przybywa do pogrążonego we mgle sennego miasteczka. Wypełniając tajemniczą misję, poszukują ksiąg, znaków i śladów z przeszłości. Stopniowo orientują się, że rzeczywistość to tylko pozór, a prawda leży w mrocznej historii miasteczka, które powoli zamienia się w pułapkę.  Natomiast w Negentropii, miejscu poza czasem, mieszka pradawna istota, która w oczekiwaniu na upragnioną śmierć splata wątki cudzych snów. Cherudek to mozaika przenikających się światów i planów czasowych, która odsłania się stopniowo przed oczami czytelnika. Mroczny klimat, jakby z pogranicza jawy i snu, przywodzi na myśl książki Philipa K. Dicka.","Najbardziej oniryczna z książek o inkwizytorze Eymerichu  Wiara to herezja. Cnota to grzech. Rzeczywistość to pozór.  Jest rok 1360. Na polach bitewnych wojny stuletniej panuje spokój. Jednak kruchy rozejm może się zakończyć, gdy orszak angielskich posłów zostaje wybity przez tajemniczy oddział zbrojny. Przebiegły intrygant, inkwizytor Nicolas Eymerich, wyrusza, by rozwiązać zagadkę armii najemników, o której krążą niewiarygodne pogłoski. Tymczasem w okolicy na sile zyskuje kult, którego przedstawiciele kontaktują się z duchami. W politycznym chaosie pojawia się wielu graczy, a szaleństwo, świętość i herezja przestają się od siebie różnić... Sześć wieków później trzech jezuitów przybywa do pogrążonego we mgle sennego miasteczka. Wypełniając tajemniczą misję, poszukują ksiąg, znaków i śladów z przeszłości. Stopniowo orientują się, że rzeczywistość to tylko pozór, a prawda leży w mrocznej historii miasteczka, które powoli zamienia się w pułapkę.  Natomiast w Negentropii, miejscu poza czasem, mieszka pradawna istota, która w oczekiwaniu na upragnioną śmierć splata wątki cudzych snów. Cherudek to mozaika przenikających się światów i planów czasowych, która odsłania się stopniowo przed oczami czytelnika. Mroczny klimat, jakby z pogranicza jawy i snu, przywodzi na myśl książki Philipa K. Dicka.","https://ksiegarniainternetowa.co.uk/img/product_images_new/691/379691_01_cherudek.300.jpg","Antykwariat"
"9788377856826","Władca Pierścieni Tom 3: Powrót króla","Kod EAN","anty9788377856826","0","1","Tutuł","Władca Pierścieni Tom 3: Powrót króla","0","1","Autor","J.R.R. Tolkien","0","1","Wydawnictwo","ZYSK I S-KA","0","1","Tytuł originału","The Lord of The Rings: Return of The King","0","1","J.R.R. Tolkien","ZYSK I S-KA","anty9788377856826","14.0","20.5","0","0.484","anty9788377856826","600","Miękka","2015","Trzecia część Władcy Pierścieni, porywającej przygody, stworzonej z epickim rozmachem przez J.R.R. Tolkiena. Zebrały się armie Władcy Ciemności, a jego przerażający cień sięga coraz dalej. Połączone siły ludzi, krasnoludów, elfów i entów stają naprzeciw nawałnicy mroku. Tymczasem Frodo i Sam uparcie wędrują w głąb Mordoru, zamierzając zrealizować cel ich heroicznej misji i zniszczyć Pierścień Jedyny.","Trzecia część Władcy Pierścieni, porywającej przygody, stworzonej z epickim rozmachem przez J.R.R. Tolkiena. Zebrały się armie Władcy Ciemności, a jego przerażający cień sięga coraz dalej. Połączone siły ludzi, krasnoludów, elfów i entów stają naprzeciw nawałnicy mroku. Tymczasem Frodo i Sam uparcie wędrują w głąb Mordoru, zamierzając zrealizować cel ich heroicznej misji i zniszczyć Pierścień Jedyny.","https://ksiegarniainternetowa.co.uk/img/product_images_new/213/207213_01_wladca_pierscieni_tom_3_powrot_krola.300.jpg","Antykwariat"
"9788377586037","Kolor jej serca","Kod EAN","anty9788377586037","0","1","Tutuł","Kolor jej serca","0","1","Autor","Barbara Mutch","0","1","Wydawnictwo","Muza","0","1","Tytuł originału",,"0","1","Barbara Mutch","Muza","anty9788377586037","13.0","20.5","0","0.33","anty9788377586037","432","Miękka ze skrzydełkami","2014","Poruszająca powieść o niezwykłej przyjaźni dwóch kobiet pozornie stojących po przeciwnych stronach barykady w czasach apartheidu W roku 1919 Cathleen Harrington opuszcza rodzinny dom w Irlandii i wyrusza do Afryki Południowej, by poślubić narzeczonego, którego nie widziała od pięciu lat. Wyobcowana i samotna w nowych trudnych warunkach, pociechę znajduje w pisaniu dziennika, a także w przyjaźni z córką swojej czarnoskórej służącej, Adą. Pod troskliwym okiem Cathleen Ada wyrasta na wytrawną pianistkę i miłośniczkę słowa pisanego, która nie potrafi się oprzeć zaglądaniu do dziennika Cathleen i odkrywaniu jej tajemnic. Kiedy Ada zostaje zhańbiona i odkrywa, że spodziewa się dziecka mieszanej rasy, ucieka z domu. Traktowana z pogardą we własnym środowisku, musi walczyć o godne życie dla siebie, swego dziecka i swojej muzyki. Ale Cathleen nadal wierzy w Adę i usiłuje ją odnaleźć, buntując się przeciw ograniczeniom apartheidu. Czy miłość i nadzieja przezwyciężą okrucieństwo? Czy Cathleen i Ada zaznają odkupienia? Książka poruszająca, mądra, piękna.","Poruszająca powieść o niezwykłej przyjaźni dwóch kobiet pozornie stojących po przeciwnych stronach barykady w czasach apartheidu W roku 1919 Cathleen Harrington opuszcza rodzinny dom w Irlandii i wyrusza do Afryki Południowej, by poślubić narzeczonego, którego nie widziała od pięciu lat. Wyobcowana i samotna w nowych trudnych warunkach, pociechę znajduje w pisaniu dziennika, a także w przyjaźni z córką swojej czarnoskórej służącej, Adą. Pod troskliwym okiem Cathleen Ada wyrasta na wytrawną pianistkę i miłośniczkę słowa pisanego, która nie potrafi się oprzeć zaglądaniu do dziennika Cathleen i odkrywaniu jej tajemnic. Kiedy Ada zostaje zhańbiona i odkrywa, że spodziewa się dziecka mieszanej rasy, ucieka z domu. Traktowana z pogardą we własnym środowisku, musi walczyć o godne życie dla siebie, swego dziecka i swojej muzyki. Ale Cathleen nadal wierzy w Adę i usiłuje ją odnaleźć, buntując się przeciw ograniczeniom apartheidu. Czy miłość i nadzieja przezwyciężą okrucieństwo? Czy Cathleen i Ada zaznają odkupienia? Książka poruszająca, mądra, piękna.","https://ksiegarniainternetowa.co.uk/img/product_images_new/481/157481_01_kolor_jej_serca.300.jpg","Antykwariat"
"9788362478033","Wilken Bracia krwi","Kod EAN","anty9788362478033","0","1","Tutuł","Wilken Bracia krwi","0","1","Autor","Di Toft","0","1","Wydawnictwo","Bukowy Las","0","1","Tytuł originału","Wolven","0","1","Di Toft","Bukowy Las","anty9788362478033","13.0","20.0","0","0.299","anty9788362478033","312","Miękka","2014","Życie trzynastoletniego Nata Carvera zmienia się raz na zawsze w dniu, w którym do jego domu trafia pewien dziwny cuchnący kundel. W rzeczywistości Woody jest ostatnim z wilkenów - istot, które, jak sądzono, istnieją tylko w baśniach. Wkrótce potem Nat dowiaduje się, że Woody uciekł ze ściśle tajnej placówki badawczej i poszukuje go kilku naprawdę złych osobników...","Życie trzynastoletniego Nata Carvera zmienia się raz na zawsze w dniu, w którym do jego domu trafia pewien dziwny cuchnący kundel. W rzeczywistości Woody jest ostatnim z wilkenów - istot, które, jak sądzono, istnieją tylko w baśniach. Wkrótce potem Nat dowiaduje się, że Woody uciekł ze ściśle tajnej placówki badawczej i poszukuje go kilku naprawdę złych osobników...","https://ksiegarniainternetowa.co.uk/img/product_images_new/077/50077_01_wilken_bracia_krwi.300.jpg","Antykwariat"
"9788362478279","Wilken 2 Cyrk półmroku","Kod EAN","anty9788362478279","0","1","Tutuł","Wilken 2 Cyrk półmroku","0","1","Autor","Di Toft","0","1","Wydawnictwo","Bukowy Las","0","1","Tytuł originału",,"0","1","Di Toft","Bukowy Las","anty9788362478279","19.8","13.0","0","0.357","anty9788362478279",,,"0",,,"https://ksiegarniainternetowa.co.uk/img/product_images_new/100/50100_01_wilken_2_cyrk_polmroku.300.jpg","Antykwariat"
"9788324594634","Heartland 1-2 Powroty Po Burzy","Kod EAN","anty9788324594634","0","1","Tutuł","Heartland 1-2 Powroty Po Burzy","0","1","Autor","Lauren Brooke","0","1","Wydawnictwo","Dolnośląskie","0","1","Tytuł originału",,"0","1","Lauren Brooke","Dolnośląskie","anty9788324594634","12.2","20.0","0","0.29","anty9788324594634","336","Miękka ze skrzydełkami","2017","Heartland to schronisko dla koni, wtulone między wzgórza Virginii, ale i coś więcej. To miejsce jedyne w swoim rodzaju - gdzie leczone są blizny przeszłości, gdzie przerażone i źle traktowane konie uczą się od nowa ufać ludziom. Tom 1. POWROTY Dla Amy Heartland jest domem. Od dziecka obserwowała, jak jej mama przywraca ufność i nadzieję koniom, które jeszcze nie tak dawno były niebezpieczne i przestraszone. Amy odziedziczyła po mamie talent - umiejętność słuchania koni i rozumienia ich potrzeb. Tragiczny wypadek burzy spokojne życie Amy. Teraz musi trzymać się tego, czego nauczyła ją mama - wiary, że w Heartlandzie mogą zdarzać się cuda. Tom 2. PO BURZY Amy nie widziała Spartana od czasu wypadku - burzowego popołudnia, które na zawsze zmieniło jej życie. Teraz Spartan pojawił się w Heartlandzie. To już nie jest ten sam koń, teraz przepełnia go wściekłość i gniew skierowany ku Amy.","Heartland to schronisko dla koni, wtulone między wzgórza Virginii, ale i coś więcej. To miejsce jedyne w swoim rodzaju - gdzie leczone są blizny przeszłości, gdzie przerażone i źle traktowane konie uczą się od nowa ufać ludziom. Tom 1. POWROTY Dla Amy Heartland jest domem. Od dziecka obserwowała, jak jej mama przywraca ufność i nadzieję koniom, które jeszcze nie tak dawno były niebezpieczne i przestraszone. Amy odziedziczyła po mamie talent - umiejętność słuchania koni i rozumienia ich potrzeb. Tragiczny wypadek burzy spokojne życie Amy. Teraz musi trzymać się tego, czego nauczyła ją mama - wiary, że w Heartlandzie mogą zdarzać się cuda. Tom 2. PO BURZY Amy nie widziała Spartana od czasu wypadku - burzowego popołudnia, które na zawsze zmieniło jej życie. Teraz Spartan pojawił się w Heartlandzie. To już nie jest ten sam koń, teraz przepełnia go wściekłość i gniew skierowany ku Amy.","https://ksiegarniainternetowa.co.uk/img/product_images_new/800/130800_01_heartland_1-2_powroty_po_burzy.300.jpg","Antykwariat"
"9788389951823","Hybrydy","Kod EAN","anty9788389951823","0","1","Tutuł","Hybrydy","0","1","Autor","Robert J. Sawyer","0","1","Wydawnictwo","SOLARIS","0","1","Tytuł originału",,"0","1","Robert J. Sawyer","SOLARIS","anty9788389951823",,,"0","0.348","anty9788389951823","384","Twarda z obwolutą","2008","FINAŁ ZNAKOMITEJ TRYLOGII NEANDERTALSKA PARALAKSA Trzecia i ostatnia część trylogii o dwóch równoległych światach – bliźniaczych Ziemiach – naszej, zdominowanej przez człowieka i drugiej, opanowanej przez Neandertalczyków. W Hybrydach Ponter Boddit i jego partnerka z Ziemi Homo sapiens, Mary Vaughan, stają przed koniecznością pogodzenia życia w dwóch światach. Usiłują znaleźć sposób, aby ich niezwykły związek mógł przetrwać pomimo piętrzących się trudności i różnic. Za pomocą zakazanej neandertalskiej technologii planują począć dziecko, pierwszego hybryda - symbol nadziei na połączenie dwóch tak odmiennych wersji rzeczywistości. Tymczasem na Ziemi zamieszkałej przez Homo sapiens zaczyna zmieniać się pole magnetyczne planety, dlatego szef Mary, tajemniczy Jock Krieger, coraz częściej z zazdrością spogląda na nie zdewastowany przez człowieka raj, jakim jest neandertalski świat.","FINAŁ ZNAKOMITEJ TRYLOGII NEANDERTALSKA PARALAKSA Trzecia i ostatnia część trylogii o dwóch równoległych światach – bliźniaczych Ziemiach – naszej, zdominowanej przez człowieka i drugiej, opanowanej przez Neandertalczyków. W Hybrydach Ponter Boddit i jego partnerka z Ziemi Homo sapiens, Mary Vaughan, stają przed koniecznością pogodzenia życia w dwóch światach. Usiłują znaleźć sposób, aby ich niezwykły związek mógł przetrwać pomimo piętrzących się trudności i różnic. Za pomocą zakazanej neandertalskiej technologii planują począć dziecko, pierwszego hybryda - symbol nadziei na połączenie dwóch tak odmiennych wersji rzeczywistości. Tymczasem na Ziemi zamieszkałej przez Homo sapiens zaczyna zmieniać się pole magnetyczne planety, dlatego szef Mary, tajemniczy Jock Krieger, coraz częściej z zazdrością spogląda na nie zdewastowany przez człowieka raj, jakim jest neandertalski świat.","https://ksiegarniainternetowa.co.uk/img/product_images_new/228/113228_01_hybrydy.300.jpg","Antykwariat"
"9788375780635","Wiedźmin Ostatnie życzenie","Kod EAN","anty9788375780635","0","1","Tutuł","Wiedźmin Ostatnie życzenie","0","1","Autor","Andrzej Sapkowski","0","1","Wydawnictwo","SuperNowa","0","1","Tytuł originału",,"0","1","Andrzej Sapkowski","SuperNowa","anty9788375780635","12.5","19.0","0","0.265","anty9788375780635","332","Miękka","2014","Andrzej Sapkowski, arcymistrz światowej fantasy, zaprasza do swojego Neverlandu i przedstawia uwielbianą przez czytelników i wychwalaną przez krytykę wiedźmińską sagę! Później mówiono, że człowiek ów nadszedł od północy, od Bramy Powroźniczej. Nie był stary, ale włosy miał zupełnie białe. Kiedy ściągnął płaszcz, okazało się, że na pasie za plecami ma miecz. Białowłosego przywiodło do miasta królewskie orędzie: trzy tysiące orenów nagrody za odczarowanie nękającej mieszkańców Wyzimy strzygi. Takie czasy nastały. Dawniej po lasach jeno wilki wyły, teraz namnożyło się rozmaitego paskudztwa – gdzie spojrzysz, tam upiory, bazyliszki, diaboły, żywiołaki, wiły i utopce plugawe. A i niebacznie uwolniony z amfory dżinn, potrafiący zamienić życie spokojnego miasta w koszmar, się trafi. Tu nie wystarczą zwykłe czary ani osinowe kołki. Tu trzeba zawodowca. WIEDŹMINA. Mistrza magii i miecza. Tajemną sztuką wyuczonego, by strzec na świecie moralnej i biologicznej równowagi.","Andrzej Sapkowski, arcymistrz światowej fantasy, zaprasza do swojego Neverlandu i przedstawia uwielbianą przez czytelników i wychwalaną przez krytykę wiedźmińską sagę! Później mówiono, że człowiek ów nadszedł od północy, od Bramy Powroźniczej. Nie był stary, ale włosy miał zupełnie białe. Kiedy ściągnął płaszcz, okazało się, że na pasie za plecami ma miecz. Białowłosego przywiodło do miasta królewskie orędzie: trzy tysiące orenów nagrody za odczarowanie nękającej mieszkańców Wyzimy strzygi. Takie czasy nastały. Dawniej po lasach jeno wilki wyły, teraz namnożyło się rozmaitego paskudztwa – gdzie spojrzysz, tam upiory, bazyliszki, diaboły, żywiołaki, wiły i utopce plugawe. A i niebacznie uwolniony z amfory dżinn, potrafiący zamienić życie spokojnego miasta w koszmar, się trafi. Tu nie wystarczą zwykłe czary ani osinowe kołki. Tu trzeba zawodowca. WIEDŹMINA. Mistrza magii i miecza. Tajemną sztuką wyuczonego, by strzec na świecie moralnej i biologicznej równowagi.","https://ksiegarniainternetowa.co.uk/img/product_images_new/793/182793_01_wiedzmin_ostatnie_zyczenie.300.jpg","Antykwariat"
